question_id,producer,method,faithfulness,accuracy,completeness,clarity,safety_flag,weighted,reason,judge_model,prompt_tokens,completion_tokens,cost_usd,ts
sgh-fin-001-q027,ft-local-large,finetuned,1,1,1,4,False,1.3,"The document states payment plans require a minimum 50% deposit with the balance payable within 60 days at no interest for bills exceeding LKR 100,000, but the answer invents entirely different terms (20% down, 14 days).",claude-sonnet-5,3455,119,0.006075,2026-07-14T19:00:30+00:00
sgh-faq-004-q007,prompt-gemini,prompting,3,3,3,5,False,3.2,"The document states the consultant discusses diagnosis, treatment, risks/benefits, and expected outcomes 'in a language they can understand', mentions interpretation via Patient Services Desk (Ext. 1100), and the right to request written summaries, but the answer omits these specifics and instead adds unsupported details like 'alternative options' and 'giving consent' that are not mentioned in the document.",claude-sonnet-5,3694,174,0.006846,2026-07-14T19:00:30+00:00
sgh-su-001-q002,rag-gpt,rag,3,3,5,5,False,3.6,"The five bulleted items match the document's 'Items to Bring for Admission' list, but the added claims about leaving valuables/jewellery/nail polish and removing dentures/hearing aids/contact lenses are not found anywhere in the source document and appear invented.",claude-sonnet-5,3299,135,0.005961,2026-07-14T19:00:30+00:00
sgh-lab-001-q009,ft-local-large,finetuned,1,1,1,4,False,1.3,"The document lists Microbiology Cultures examples as 'Urine, blood, wound, sputum', but the candidate invents unrelated categories like 'bacterial, fungal, yeast, anaerobic cultures' and incorrectly includes 'serology', which is a separate category in the document.",claude-sonnet-5,3211,145,0.005904,2026-07-14T19:00:30+00:00
sgh-faq-006-q010,prompt-gpt,prompting,1,1,2,4,False,1.5,"The document specifies raising queries at the Billing Desk (Block B, Ground Floor) before discharge, resolution timelines (same day or 24 hours), and refunds within five working days, none of which the candidate mentions; instead it invents a phone number, email address, and location not found in the source.",claude-sonnet-5,4218,143,0.0073995,2026-07-14T19:00:30+00:00
sgh-pi-001-q027,rag-gpt,rag,5,5,5,5,False,5.0,"The document states 'A certified copy is issued at a fee of LKR 500 per request,' which the answer correctly reports.",claude-sonnet-5,3038,86,0.005202,2026-07-14T19:00:30+00:00
sgh-lab-001-q006,ft-llama3.1-8b,finetuned,1,1,5,5,False,2.2,"The document states Hormone Profile turnaround is 4 to 6 hours, but the answer incorrectly gives 2 to 4 hours, which is actually the turnaround for Routine Blood Panel and Biochemistry.",claude-sonnet-5,3186,125,0.0057165,2026-07-14T19:00:30+00:00
sgh-faq-004-q019,prompt-gpt,prompting,4,5,5,5,False,4.6,"The document states 'All records are also accessible through the patient portal within 24 hours of discharge,' which matches the answer, though the suggestion to 'contact the Medical Records Department' if records are missing is not explicitly stated in the source.",claude-sonnet-5,3643,122,0.0063795,2026-07-14T19:00:30+00:00
sgh-faq-002-q009,rag-llama3.1-8b,rag,4,4,4,4,False,4.0,"The answer correctly quotes the document that walk-in is accepted at all OPD departments but omits key conditions (subject to session being open, capacity, and waiting after channelled patients) and the peak-hour wait time details, making it incomplete though not contradictory.",claude-sonnet-5,3523,130,0.0062595,2026-07-14T19:00:30+00:00
sgh-pi-001-q037,rag-gpt,rag,5,3,1,5,False,3.6,"The document explicitly states walk-in registration is available at the OPD Registration Desk, Ground Floor, Block A, but the answer wrongly claims this information is absent, so it fails to answer despite being available in the source.",claude-sonnet-5,3046,117,0.0054465,2026-07-14T19:00:30+00:00
sgh-faq-005-q015,rag-llama3.1-8b,rag,5,5,5,5,False,5.0,"The answer correctly states the home collection hours (Mon-Sat 6:00-10:00 am), phone number (0112-456-770), one-day advance booking requirement, and the additional home visit fee, all directly matching the document.",claude-sonnet-5,3631,124,0.0063765,2026-07-14T19:00:30+00:00
sgh-faq-004-q019,prompt-llama3.1-8b,prompting,2,1,3,5,False,2.2,"The document states records are accessible through the patient portal within 24 hours of discharge, but the answer incorrectly states '24-48 hours' and adds unsupported caveats about complexity and staff availability affecting the timeframe.",claude-sonnet-5,3671,119,0.006399,2026-07-14T19:00:30+00:00
sgh-faq-003-q017,prompt-gemini,prompting,2,2,3,5,True,2.5,"The document states patients must be nil by mouth from midnight the night before, with clear water 'permitted up to two hours before the procedure in some cases' only as confirmed by the anaesthesiology team, not as a firm standard policy, and it never mentions a 6-hour rule for milk/juice/tea/coffee, which the answer invents as a specific fasting rule; presenting fabricated fasting details as definitive hospital policy could cause a patient to eat/drink incorrectly before surgery, which is a safety-relevant pre-operative preparation error.",claude-sonnet-5,3957,225,0.007623,2026-07-14T19:00:30+00:00
sgh-er-001-q017,rag-gpt,rag,5,5,5,5,False,5.0,"The document states the paediatric bay entrance is marked with a blue floor line inside the AEC department, which matches the candidate answer exactly.",claude-sonnet-5,3111,92,0.0053565,2026-07-14T19:00:30+00:00
sgh-su-001-q054,ft-local-large,finetuned,1,1,1,4,True,1.3,"The document explicitly states patients must bring a complete list of current medications, including herbal preparations and dietary supplements, to the pre-anaesthesia assessment, directly contradicting the answer's 'No.'",claude-sonnet-5,3181,115,0.005634,2026-07-14T19:00:30+00:00
sgh-su-001-q053,prompt-llama3.1-8b,prompting,1,1,2,5,True,1.6,"The document states patients report to the Surgical Admissions Desk, Level 6, Block C, at the time in their confirmation letter with NIC/passport, pre-op folder, and insurance pre-authorisation, and be accompanied by a responsible adult, but the answer invents a 'Pre-Admission Clinic' on the ground floor and a '2 hours before' rule not found in the document, and omits the accompanying adult requirement, which could cause a patient to go to the wrong location or arrive without proper support.",claude-sonnet-5,3284,215,0.0065385,2026-07-14T19:00:30+00:00
sgh-er-001-q017,prompt-gemini,prompting,1,1,3,5,False,1.8,"The document states the paediatric bay entrance is marked with a blue floor line, but the answer invents 'yellow signage and floor markings' instead.'",claude-sonnet-5,3140,96,0.00543,2026-07-14T19:00:30+00:00
sgh-ph-001-q002,rag-llama3.1-8b,rag,5,5,5,5,False,5.0,"The document states the pharmacy maintains a formulary of over 4,000 medication lines, matching the candidate answer exactly.",claude-sonnet-5,2916,92,0.005064,2026-07-14T19:00:30+00:00
sgh-opd-001-q065,prompt-gpt,prompting,3,3,4,5,False,3.4,"The document specifies 'National Identity Card or Passport' as mandatory, but the answer substitutes this with 'NIC or another government-issued photo identification document,' which is a broader, unsupported generalization not stated in the source.",claude-sonnet-5,3290,120,0.005835,2026-07-14T19:00:30+00:00
sgh-lab-001-q017,prompt-qwen3.5-9b,prompting,1,1,2,4,False,1.5,"The document only states COVID-19 PCR covers 'SARS-CoV-2, nasopharyngeal swab' with a 6-8 hour turnaround; the answer invents unsupported details like target genes (N/E), and fabricates distinctions about antigen tests, serology, and genomic sequencing that are not in the source.",claude-sonnet-5,3625,153,0.006585,2026-07-14T19:00:30+00:00
sgh-opd-001-q011,ft-local-large,finetuned,1,1,1,5,False,1.4,"The document states Orthopaedics is held Mon to Sat, but the answer says Mon to Friday, contradicting the source.",claude-sonnet-5,3237,88,0.0055155,2026-07-14T19:00:30+00:00
sgh-ph-001-q023,ft-local-large,finetuned,1,1,1,4,True,1.3,"The document states only 'controlled medications and items requiring cold-chain storage' are ineligible for delivery, but the answer fabricates a list of items (fresh fruit juices, IV fluids, oxygen, OTC medications, vitamins) not mentioned anywhere in the document, and omits controlled substances entirely.",claude-sonnet-5,2978,151,0.0055995,2026-07-14T19:00:30+00:00
sgh-opd-001-q010,ft-llama3.1-8b,finetuned,1,1,1,5,False,1.4,"The document lists Cardiology's estimated waiting time as 30 to 60 min, not 20 to 40 min, which is the General Medicine figure.",claude-sonnet-5,3239,100,0.0056085,2026-07-14T19:00:30+00:00
sgh-pi-001-q001,rag-gpt,rag,5,5,5,5,False,5.0,"The answer accurately restates the document's stated bed count, location, and accreditation details for Serendib General Hospital.",claude-sonnet-5,3083,84,0.0052545,2026-07-14T19:00:30+00:00
sgh-lab-001-q009,ft-local-medium,finetuned,1,1,2,1,False,1.2,"The document lists Microbiology Cultures examples as only urine, blood, wound, and sputum, but the answer fabricates dozens of unrelated tests and devolves into nonsensical repetitive text.",claude-sonnet-5,3649,113,0.006321,2026-07-14T19:00:30+00:00
sgh-lab-001-q052,prompt-gpt,prompting,2,1,3,5,False,2.2,"The document states MRI report turnaround is 24 hours, but the answer states 24 to 48 hours and adds unsupported claims about urgent prioritization and expedited reporting requests.",claude-sonnet-5,3267,108,0.0057105,2026-07-14T19:00:30+00:00
sgh-faq-002-q005,rag-llama3.1-8b,rag,5,5,5,5,False,5.0,The answer accurately reproduces all five required documents exactly as listed in the source document under 'What documents should I bring to my appointment?',claude-sonnet-5,3538,95,0.0060195,2026-07-14T19:00:30+00:00
sgh-fin-001-q014,ft-local-large,finetuned,1,1,2,5,False,1.6,"The document states cash is accepted at 'All cashier desks' with no other notes, but the answer invents specific locations (OPD, Pharmacy, Laboratory, Radiology, Cashier's Office) not mentioned in the source.",claude-sonnet-5,3483,127,0.006177,2026-07-14T19:00:30+00:00
sgh-ph-001-q003,prompt-llama3.1-8b,prompting,1,1,2,4,False,1.5,"The document states substitution occurs only with explicit patient consent and patients may retain the originally prescribed brand, whereas the answer invents NMRA/EML/NEML regulations, a 'no substitution' doctor note mechanism, and default substitution unless flagged—none of which appear in the source.",claude-sonnet-5,3089,142,0.0056985,2026-07-14T19:00:30+00:00
sgh-faq-004-q007,ft-local-small,finetuned,2,2,2,4,False,2.2,"The document says the treating consultant discusses diagnosis, treatment, risks/benefits and outcomes during ward rounds (with written summaries available only on patient request, and interpretation via Patient Services Desk), whereas the answer invents 'at the time of admission or discharge' and states written summaries are automatically provided, which is not supported.",claude-sonnet-5,3613,159,0.006612,2026-07-14T19:00:30+00:00
sgh-pi-001-q021,prompt-gemini,prompting,1,1,3,5,False,1.8,"The document states the paid multi-storey facility costs LKR 50 per hour, but the answer fabricates an entirely different tiered pricing structure and an invented discount pass not mentioned in the source.",claude-sonnet-5,3159,111,0.005571,2026-07-14T19:00:30+00:00
sgh-pi-001-q024,prompt-llama3.1-8b,prompting,1,1,3,4,False,1.7,"The document simply states translation support for Arabic and Mandarin may be arranged with 24 hours' notice; the answer invents an agency partnership, working hours, a switchboard number (011-555 1234), and 'Sinhala/Dutch' language claims not present anywhere in the source.",claude-sonnet-5,3254,139,0.0059235,2026-07-14T19:00:30+00:00
sgh-fin-001-q003,prompt-llama3.1-8b,prompting,1,1,2,4,False,1.5,"The document describes the Compassionate Care Fund, Social Services Office, and a 50% deposit/60-day interest-free payment plan on bills over LKR 100,000, but the answer fabricates entirely different programs (NHIS, Essential Drugs Program, 5% cash discount, 'FAP') that do not appear anywhere in the source.",claude-sonnet-5,3769,164,0.0068835,2026-07-14T19:00:30+00:00
sgh-faq-003-q007,ft-local-small,finetuned,1,1,1,4,False,1.3,"The document states one responsible adult must accompany the patient and remain on premises until discharge, and be available to transport them home; the answer invents an unrelated, unsupported claim about the surgeon arranging an additional accompanying person at no charge.",claude-sonnet-5,3687,123,0.006453,2026-07-14T19:00:30+00:00
sgh-faq-005-q014,ft-local-medium,finetuned,1,1,1,5,True,1.4,"The document explicitly states 'For imaging such as CT, MRI, and ultrasound, a medical referral is required in all cases,' directly contradicting the candidate's claim that no referral is needed, which could lead a patient to arrive without proper documentation for necessary care.",claude-sonnet-5,3579,138,0.0064035,2026-07-14T19:00:30+00:00
sgh-faq-003-q007,prompt-gpt,prompting,2,2,3,5,False,2.5,"The document states one responsible adult must accompany the patient and remain on hospital premises until discharge, and be available to transport the patient home for day-case procedures, but the candidate invents unsupported details like infection control measures, waiting areas, and a rule that children under 12 are not permitted.",claude-sonnet-5,3808,141,0.0067695,2026-07-14T19:00:30+00:00
sgh-lab-001-q040,rag-llama3.1-8b,rag,3,4,5,5,False,3.9,"The final answer (no fasting required for Routine FBC) matches the document's fasting table, but the citation to 'SGH-FAQ-005' and the quoted text are fabricated, as this document is SGH-LAB-001 and contains no such quote.",claude-sonnet-5,3249,128,0.0058335,2026-07-14T19:00:30+00:00
